公投案,縣市,鄉鎮市區,同意票數,不同意票數,有效票數,無效票數,投票數,投票權人數,投票率(%),有效同意票數對投票權人數百分比(%)
第14案,臺南市,南區,"17,491","35,260","52,751","3,296","56,047","108,650",51.58%,16.1%
第14案,臺南市,北區,"19,963","37,147","57,110","2,775","59,885","110,906",54%,18%
第14案,臺南市,安南區,"26,267","52,189","78,456","5,141","83,597","159,654",52.36%,16.45%
第14案,臺南市,安平區,"9,422","17,626","27,048","1,183","28,231","55,379",50.98%,17.01%
第14案,臺南市,中西區,"12,063","22,317","34,380","1,921","36,301","65,261",55.62%,18.48%
第14案,高雄市,鹽埕區,"4,601","7,454","12,055",501,"12,556","21,617",58.08%,21.28%
第14案,高雄市,鼓山區,"22,096","43,286","65,382","3,072","68,454","114,979",59.54%,19.22%
第14案,高雄市,左營區,"29,870","64,229","94,099","4,131","98,230","161,367",60.87%,18.51%
第14案,高雄市,楠梓區,"28,203","58,257","86,460","5,454","91,914","153,132",60.02%,18.42%
第14案,高雄市,三民區,"56,428","107,656","164,084","7,746","171,830","289,519",59.35%,19.49%
第14案,高雄市,新興區,"9,020","16,882","25,902","1,319","27,221","44,355",61.37%,20.34%
第14案,高雄市,前金區,"4,649","9,216","13,865",685,"14,550","23,928",60.81%,19.43%
第14案,高雄市,苓雅區,"28,522","57,208","85,730","4,100","89,830","146,786",61.2%,19.43%
第14案,高雄市,前鎮區,"29,186","60,498","89,684","5,513","95,197","161,797",58.84%,18.04%
第14案,高雄市,旗津區,"3,934","8,078","12,012",969,"12,981","24,860",52.22%,15.82%
第14案,高雄市,小港區,"24,368","49,715","74,083","3,952","78,035","132,733",58.79%,18.36%
第14案,高雄市,鳳山區,"55,389","114,830","170,219","9,270","179,489","300,510",59.73%,18.43%
第14案,高雄市,林園區,"9,748","21,186","30,934","1,974","32,908","59,129",55.65%,16.49%
第14案,高雄市,大寮區,"16,625","35,779","52,404","3,199","55,603","97,309",57.14%,17.08%
第14案,高雄市,大樹區,"5,867","13,398","19,265","1,310","20,575","36,772",55.95%,15.96%
第14案,高雄市,大社區,"5,495","10,662","16,157","1,062","17,219","30,046",57.31%,18.29%
第14案,高雄市,仁武區,"13,145","28,120","41,265","1,851","43,116","73,611",58.57%,17.86%
第14案,高雄市,鳥松區,"7,872","14,815","22,687","1,215","23,902","39,191",60.99%,20.09%
第14案,高雄市,岡山區,"14,572","32,998","47,570","2,532","50,102","81,244",61.67%,17.94%
第14案,高雄市,橋頭區,"6,068","12,780","18,848","1,400","20,248","32,565",62.18%,18.63%
第14案,高雄市,燕巢區,"4,238","9,634","13,872","1,058","14,930","26,012",57.4%,16.29%
第14案,高雄市,田寮區,903,"2,007","2,910",302,"3,212","6,671",48.15%,13.54%
第14案,高雄市,阿蓮區,"3,946","8,606","12,552",756,"13,308","24,534",54.24%,16.08%
第14案,高雄市,路竹區,"7,707","16,540","24,247","1,715","25,962","43,850",59.21%,17.58%
第14案,高雄市,湖內區,"4,290","9,315","13,605",808,"14,413","25,729",56.02%,16.67%
第14案,高雄市,茄萣區,"4,092","9,081","13,173","1,016","14,189","26,212",54.13%,15.61%
第14案,高雄市,永安區,"2,115","4,960","7,075",501,"7,576","12,001",63.13%,17.62%
第14案,高雄市,彌陀區,"3,231","6,147","9,378",837,"10,215","16,487",61.96%,19.6%
第14案,高雄市,梓官區,"5,333","11,730","17,063","1,155","18,218","31,025",58.72%,17.19%
第14案,高雄市,旗山區,"5,161","11,400","16,561","1,326","17,887","31,996",55.9%,16.13%
第14案,高雄市,美濃區,"4,763","13,154","17,917","1,568","19,485","35,311",55.18%,13.49%
第14案,高雄市,六龜區,"1,414","3,476","4,890",591,"5,481","11,501",47.66%,12.29%
第14案,高雄市,甲仙區,681,"1,759","2,440",245,"2,685","5,417",49.57%,12.57%
第14案,高雄市,杉林區,"1,180","3,386","4,566",432,"4,998","10,607",47.12%,11.12%
第14案,高雄市,內門區,"1,561","4,042","5,603",614,"6,217","13,002",47.82%,12.01%
第14案,高雄市,茂林區,233,837,"1,070",43,"1,113","1,615",68.92%,14.43%
第14案,高雄市,桃源區,395,"1,376","1,771",75,"1,846","3,498",52.77%,11.29%
第14案,高雄市,那瑪夏區,285,"1,201","1,486",117,"1,603","2,424",66.13%,11.76%
第14案,新竹縣,竹北市,"27,093","49,966","77,059","2,904","79,963","137,129",58.31%,19.76%
第14案,新竹縣,竹東鎮,"12,175","28,462","40,637","1,990","42,627","78,794",54.1%,15.45%
第14案,新竹縣,新埔鎮,"4,323","11,109","15,432",870,"16,302","28,894",56.42%,14.96%
第14案,新竹縣,關西鎮,"3,623","9,655","13,278",786,"14,064","24,712",56.91%,14.66%
第14案,新竹縣,湖口鄉,"9,767","24,243","34,010","1,712","35,722","63,511",56.25%,15.38%
第14案,新竹縣,新豐鄉,"7,092","17,354","24,446","1,199","25,645","45,790",56.01%,15.49%
第14案,新竹縣,芎林鄉,"2,767","6,855","9,622",571,"10,193","17,293",58.94%,16%
第14案,新竹縣,橫山鄉,"1,624","4,608","6,232",479,"6,711","11,346",59.15%,14.31%
第14案,新竹縣,北埔鄉,"1,229","3,165","4,394",248,"4,642","8,180",56.75%,15.02%
第14案,新竹縣,寶山鄉,"2,262","4,960","7,222",347,"7,569","12,973",58.34%,17.44%
第14案,新竹縣,峨眉鄉,689,"2,114","2,803",253,"3,056","5,068",60.3%,13.6%
第14案,新竹縣,尖石鄉,681,"2,889","3,570",198,"3,768","7,364",51.17%,9.25%
第14案,新竹縣,五峰鄉,393,"1,513","1,906",78,"1,984","3,997",49.64%,9.83%
第14案,苗栗縣,苗栗市,"11,499","29,449","40,948","2,019","42,967","74,249",57.87%,15.49%
第14案,苗栗縣,苑裡鎮,"5,758","15,032","20,790","1,610","22,400","38,890",57.6%,14.81%
第14案,苗栗縣,通霄鎮,"4,317","10,427","14,744","1,336","16,080","29,709",54.13%,14.53%
第14案,苗栗縣,竹南鎮,"11,195","25,219","36,414","1,980","38,394","68,528",56.03%,16.34%
第14案,苗栗縣,頭份市,"12,822","32,287","45,109","2,293","47,402","83,617",56.69%,15.33%
第14案,苗栗縣,後龍鎮,"4,624","11,173","15,797","1,316","17,113","30,948",55.3%,14.94%
第14案,苗栗縣,卓蘭鎮,"2,247","5,873","8,120",567,"8,687","14,772",58.81%,15.21%
第14案,苗栗縣,大湖鄉,"1,679","4,573","6,252",513,"6,765","12,653",53.47%,13.27%
第14案,苗栗縣,公館鄉,"4,235","11,312","15,547","1,169","16,716","28,318",59.03%,14.96%
第14案,苗栗縣,銅鑼鄉,"2,188","5,976","8,164",486,"8,650","15,424",56.08%,14.19%
第14案,苗栗縣,南庄鄉,"1,088","2,956","4,044",295,"4,339","8,784",49.4%,12.39%
第14案,苗栗縣,頭屋鄉,"1,586","4,187","5,773",349,"6,122","9,390",65.2%,16.89%
第14案,苗栗縣,三義鄉,"1,971","5,796","7,767",381,"8,148","13,889",58.67%,14.19%
第14案,苗栗縣,西湖鄉,927,"2,377","3,304",230,"3,534","6,382",55.37%,14.53%
第14案,苗栗縣,造橋鄉,"1,613","4,303","5,916",503,"6,419","11,027",58.21%,14.63%
第14案,苗栗縣,三灣鄉,800,"2,345","3,145",236,"3,381","5,852",57.78%,13.67%
第14案,苗栗縣,獅潭鄉,436,"1,421","1,857",183,"2,040","3,968",51.41%,10.99%
第14案,苗栗縣,泰安鄉,727,"2,542","3,269",200,"3,469","5,180",66.97%,14.03%
第14案,彰化縣,彰化市,"35,013","74,892","109,905","5,771","115,676","190,995",60.56%,18.33%
第14案,彰化縣,鹿港鎮,"10,989","27,443","38,432","2,624","41,056","70,505",58.23%,15.59%
第14案,彰化縣,和美鎮,"12,440","28,280","40,720","2,208","42,928","75,286",57.02%,16.52%
第14案,彰化縣,線西鄉,"2,540","5,284","7,824",561,"8,385","14,065",59.62%,18.06%
第14案,彰化縣,伸港鄉,"4,690","11,464","16,154","1,123","17,277","30,407",56.82%,15.42%
第14案,彰化縣,福興鄉,"5,670","14,443","20,113","1,517","21,630","39,745",54.42%,14.27%
第14案,彰化縣,秀水鄉,"5,339","12,780","18,119","1,157","19,276","32,394",59.5%,16.48%
第14案,彰化縣,花壇鄉,"6,356","15,329","21,685","1,327","23,012","38,924",59.12%,16.33%
第14案,彰化縣,芬園鄉,"3,275","7,341","10,616",775,"11,391","20,408",55.82%,16.05%
第14案,彰化縣,員林市,"16,826","38,432","55,258","2,885","58,143","102,028",56.99%,16.49%
第14案,彰化縣,溪湖鎮,"7,098","17,714","24,812","1,524","26,336","45,147",58.33%,15.72%
第14案,彰化縣,田中鎮,"5,233","13,929","19,162","1,370","20,532","35,391",58.01%,14.79%
第14案,彰化縣,大村鄉,"4,826","12,656","17,482","1,082","18,564","31,492",58.95%,15.32%
第14案,彰化縣,埔鹽鄉,"3,951","11,787","15,738","1,185","16,923","28,026",60.38%,14.1%
第14案,彰化縣,埔心鄉,"4,971","12,155","17,126","1,166","18,292","29,642",61.71%,16.77%
第14案,彰化縣,永靖鄉,"5,312","12,160","17,472","1,183","18,655","31,239",59.72%,17%
第14案,彰化縣,社頭鄉,"5,559","14,208","19,767","1,223","20,990","36,306",57.81%,15.31%
第14案,彰化縣,二水鄉,"2,210","5,233","7,443",631,"8,074","13,339",60.53%,16.57%
第14案,彰化縣,北斗鎮,"4,468","10,677","15,145","1,019","16,164","27,593",58.58%,16.19%
第14案,彰化縣,二林鎮,"5,654","15,454","21,108","1,588","22,696","42,976",52.81%,13.16%
第14案,彰化縣,田尾鄉,"3,604","9,306","12,910",861,"13,771","23,179",59.41%,15.55%
第14案,彰化縣,埤頭鄉,"3,697","9,130","12,827","1,227","14,054","25,677",54.73%,14.4%
第14案,彰化縣,芳苑鄉,"3,302","9,846","13,148","1,267","14,415","29,291",49.21%,11.27%
第14案,彰化縣,大城鄉,"1,268","3,990","5,258",495,"5,753","14,713",39.1%,8.62%
第14案,彰化縣,竹塘鄉,"1,708","4,713","6,421",551,"6,972","12,821",54.38%,13.32%
第14案,彰化縣,溪州鄉,"3,786","8,329","12,115","1,054","13,169","25,405",51.84%,14.9%
第14案,南投縣,南投市,"13,599","35,060","48,659","2,561","51,220","84,328",60.74%,16.13%
第14案,南投縣,埔里鎮,"9,897","27,617","37,514","2,304","39,818","68,763",57.91%,14.39%
第14案,南投縣,草屯鎮,"13,144","32,838","45,982","2,329","48,311","82,922",58.26%,15.85%
第14案,南投縣,竹山鎮,"6,548","17,847","24,395","1,714","26,109","47,034",55.51%,13.92%
第14案,南投縣,集集鎮,"1,468","3,726","5,194",385,"5,579","9,611",58.05%,15.27%
第14案,南投縣,名間鄉,"5,059","13,700","18,759","1,355","20,114","33,408",60.21%,15.14%
第14案,南投縣,鹿谷鄉,"2,541","5,431","7,972",552,"8,524","15,941",53.47%,15.94%
第14案,南投縣,中寮鄉,"1,881","5,238","7,119",518,"7,637","13,181",57.94%,14.27%
第14案,南投縣,魚池鄉,"2,215","4,904","7,119",507,"7,626","13,958",54.64%,15.87%
第14案,南投縣,國姓鄉,"2,278","6,513","8,791",613,"9,404","16,597",56.66%,13.73%
第14案,南投縣,水里鄉,"2,209","5,887","8,096",564,"8,660","15,458",56.02%,14.29%
第14案,南投縣,信義鄉,"1,752","5,884","7,636",583,"8,219","13,299",61.8%,13.17%
第14案,南投縣,仁愛鄉,"1,833","4,971","6,804",375,"7,179","12,589",57.03%,14.56%
第14案,雲林縣,斗六市,"14,769","34,352","49,121","2,328","51,449","89,761",57.32%,16.45%
第14案,雲林縣,斗南鎮,"6,245","14,041","20,286","1,395","21,681","38,138",56.85%,16.37%
第14案,雲林縣,虎尾鎮,"8,894","20,574","29,468","1,670","31,138","58,167",53.53%,15.29%
第14案,雲林縣,西螺鎮,"5,739","12,903","18,642","1,609","20,251","38,142",53.09%,15.05%
第14案,雲林縣,土庫鎮,"3,521","8,220","11,741","1,105","12,846","24,412",52.62%,14.42%
第14案,雲林縣,北港鎮,"5,355","11,642","16,997","1,559","18,556","33,958",54.64%,15.77%
第14案,雲林縣,古坑鄉,"3,823","9,653","13,476","1,066","14,542","27,477",52.92%,13.91%
第14案,雲林縣,大埤鄉,"2,326","5,471","7,797",685,"8,482","16,509",51.38%,14.09%
第14案,雲林縣,莿桐鄉,"3,806","8,512","12,318","1,193","13,511","24,570",54.99%,15.49%
第14案,雲林縣,林內鄉,"2,451","5,524","7,975",845,"8,820","15,551",56.72%,15.76%
第14案,雲林縣,二崙鄉,"3,016","7,007","10,023","1,122","11,145","23,367",47.7%,12.91%
第14案,雲林縣,崙背鄉,"2,900","6,510","9,410",829,"10,239","21,050",48.64%,13.78%
第14案,雲林縣,麥寮鄉,"4,892","11,932","16,824","1,402","18,226","37,119",49.1%,13.18%
第14案,雲林縣,東勢鄉,"1,805","4,192","5,997",600,"6,597","13,239",49.83%,13.63%
第14案,雲林縣,褒忠鄉,"1,690","3,767","5,457",410,"5,867","11,381",51.55%,14.85%
第14案,雲林縣,臺西鄉,"2,308","6,511","8,819",862,"9,681","21,125",45.83%,10.93%
第14案,雲林縣,元長鄉,"2,580","6,422","9,002",848,"9,850","22,830",43.14%,11.3%
第14案,雲林縣,四湖鄉,"2,046","5,442","7,488",800,"8,288","20,983",39.5%,9.75%
第14案,雲林縣,口湖鄉,"2,889","7,343","10,232","1,240","11,472","24,193",47.42%,11.94%
第14案,雲林縣,水林鄉,"2,789","6,007","8,796",973,"9,769","22,508",43.4%,12.39%
第14案,嘉義縣,太保市,"4,847","10,763","15,610","1,198","16,808","31,568",53.24%,15.35%
第14案,嘉義縣,朴子市,"5,003","11,776","16,779","1,431","18,210","35,191",51.75%,14.22%
第14案,嘉義縣,布袋鎮,"2,878","7,679","10,557","1,111","11,668","23,965",48.69%,12.01%
第14案,嘉義縣,大林鎮,"3,920","9,033","12,953",988,"13,941","26,922",51.78%,14.56%
第14案,嘉義縣,民雄鄉,"9,608","20,757","30,365","2,454","32,819","61,209",53.62%,15.7%
第14案,嘉義縣,溪口鄉,"1,945","4,013","5,958",710,"6,668","13,105",50.88%,14.84%
第14案,嘉義縣,新港鄉,"4,181","9,079","13,260","1,436","14,696","27,342",53.75%,15.29%
第14案,嘉義縣,六腳鄉,"2,355","5,572","7,927",846,"8,773","20,821",42.14%,11.31%
第14案,嘉義縣,東石鄉,"2,032","5,889","7,921",963,"8,884","21,915",40.54%,9.27%
第14案,嘉義縣,義竹鄉,"2,239","5,294","7,533",865,"8,398","16,647",50.45%,13.45%
第14案,嘉義縣,鹿草鄉,"1,839","3,973","5,812",755,"6,567","13,937",47.12%,13.2%
第14案,嘉義縣,水上鄉,"6,509","14,932","21,441","1,798","23,239","43,857",52.99%,14.84%
第14案,嘉義縣,中埔鄉,"5,013","11,948","16,961","1,386","18,347","39,139",46.88%,12.81%
第14案,嘉義縣,竹崎鄉,"4,207","10,831","15,038","1,092","16,130","31,228",51.65%,13.47%
第14案,嘉義縣,梅山鄉,"2,473","6,061","8,534",856,"9,390","17,083",54.97%,14.48%
第14案,嘉義縣,番路鄉,"1,364","3,923","5,287",394,"5,681","10,156",55.94%,13.43%
第14案,嘉義縣,大埔鄉,612,"1,454","2,066",121,"2,187","3,999",54.69%,15.3%
第14案,嘉義縣,阿里山鄉,437,"1,639","2,076",112,"2,188","4,691",46.64%,9.32%
第14案,屏東縣,屏東市,"26,847","59,054","85,901","4,615","90,516","170,148",53.2%,15.78%
第14案,屏東縣,潮州鎮,"6,776","15,936","22,712","1,538","24,250","46,444",52.21%,14.59%
第14案,屏東縣,東港鎮,"5,699","13,456","19,155","1,835","20,990","39,495",53.15%,14.43%
第14案,屏東縣,恆春鎮,"3,613","7,664","11,277",786,"12,063","25,661",47.01%,14.08%
第14案,屏東縣,萬丹鄉,"6,538","14,763","21,301","1,917","23,218","43,478",53.4%,15.04%
第14案,屏東縣,長治鄉,"4,391","8,870","13,261","1,202","14,463","26,256",55.08%,16.72%
第14案,屏東縣,麟洛鄉,"1,695","3,660","5,355",371,"5,726","9,970",57.43%,17%
第14案,屏東縣,九如鄉,"2,870","6,438","9,308","1,113","10,421","19,132",54.47%,15%
第14案,屏東縣,里港鄉,"3,647","7,278","10,925","1,225","12,150","22,128",54.91%,16.48%
第14案,屏東縣,鹽埔鄉,"3,263","7,500","10,763",880,"11,643","22,402",51.97%,14.57%
第14案,屏東縣,高樹鄉,"3,064","6,504","9,568","1,117","10,685","21,697",49.25%,14.12%
第14案,屏東縣,萬巒鄉,"2,591","5,675","8,266",900,"9,166","17,945",51.08%,14.44%
第14案,屏東縣,內埔鄉,"6,425","14,587","21,012","1,607","22,619","47,558",47.56%,13.51%
第14案,屏東縣,竹田鄉,"2,437","5,438","7,875",865,"8,740","15,353",56.93%,15.87%
第14案,屏東縣,新埤鄉,"1,201","2,953","4,154",407,"4,561","9,033",50.49%,13.3%
第14案,屏東縣,枋寮鄉,"2,916","7,210","10,126","1,218","11,344","21,394",53.02%,13.63%
第14案,屏東縣,新園鄉,"4,401","10,267","14,668","1,535","16,203","30,706",52.77%,14.33%
第14案,屏東縣,崁頂鄉,"1,904","3,962","5,866",570,"6,436","12,270",52.45%,15.52%
第14案,屏東縣,林邊鄉,"2,351","5,531","7,882",860,"8,742","15,691",55.71%,14.98%
第14案,屏東縣,南州鄉,"1,592","2,968","4,560",462,"5,022","9,479",52.98%,16.8%
第14案,屏東縣,佳冬鄉,"2,422","5,049","7,471",981,"8,452","17,063",49.53%,14.19%
第14案,屏東縣,琉球鄉,"1,062","3,341","4,403",345,"4,748","10,706",44.35%,9.92%
第14案,屏東縣,車城鄉,968,"1,913","2,881",266,"3,147","7,595",41.44%,12.75%
第14案,屏東縣,滿州鄉,887,"1,982","2,869",210,"3,079","7,206",42.73%,12.31%
第14案,屏東縣,枋山鄉,682,"1,568","2,250",212,"2,462","4,856",50.7%,14.04%
第14案,屏東縣,三地門鄉,938,"2,463","3,401",230,"3,631","6,373",56.97%,14.72%
第14案,屏東縣,霧臺鄉,414,"1,291","1,705",111,"1,816","2,950",61.56%,14.03%
第14案,屏東縣,瑪家鄉,862,"2,507","3,369",199,"3,568","5,663",63.01%,15.22%
第14案,屏東縣,泰武鄉,631,"1,948","2,579",228,"2,807","4,344",64.62%,14.53%
第14案,屏東縣,來義鄉,788,"2,692","3,480",254,"3,734","6,257",59.68%,12.59%
第14案,屏東縣,春日鄉,432,897,"1,329",52,"1,381","3,923",35.2%,11.01%
第14案,屏東縣,獅子鄉,515,"1,674","2,189",100,"2,289","4,230",54.11%,12.17%
第14案,屏東縣,牡丹鄉,527,"1,196","1,723",76,"1,799","4,314",41.7%,12.22%
第14案,宜蘭縣,宜蘭市,"14,241","28,110","42,351","2,473","44,824","79,167",56.62%,17.99%
第14案,宜蘭縣,羅東鎮,"10,777","20,418","31,195","2,004","33,199","57,686",57.55%,18.68%
第14案,宜蘭縣,蘇澳鎮,"5,786","11,967","17,753","1,621","19,374","34,512",56.14%,16.77%
第14案,宜蘭縣,頭城鎮,"4,144","8,579","12,723","1,078","13,801","25,135",54.91%,16.49%
第14案,宜蘭縣,礁溪鄉,"5,114","10,560","15,674","1,128","16,802","31,084",54.05%,16.45%
第14案,宜蘭縣,壯圍鄉,"3,966","7,329","11,295","1,116","12,411","21,447",57.87%,18.49%
第14案,宜蘭縣,員山鄉,"4,660","9,221","13,881","1,256","15,137","28,131",53.81%,16.57%
第14案,宜蘭縣,冬山鄉,"7,599","15,447","23,046","1,445","24,491","45,405",53.94%,16.74%
第14案,宜蘭縣,五結鄉,"5,805","11,661","17,466","1,252","18,718","34,892",53.65%,16.64%
第14案,宜蘭縣,三星鄉,"2,905","6,235","9,140",848,"9,988","19,051",52.43%,15.25%
第14案,宜蘭縣,大同鄉,556,"2,141","2,697",192,"2,889","4,935",58.54%,11.27%
第14案,宜蘭縣,南澳鄉,486,"2,151","2,637",175,"2,812","4,644",60.55%,10.47%
第14案,花蓮縣,花蓮市,"12,198","31,255","43,453","2,228","45,681","84,807",53.86%,14.38%
第14案,花蓮縣,鳳林鎮,"1,242","3,638","4,880",468,"5,348","9,676",55.27%,12.84%
第14案,花蓮縣,玉里鎮,"2,279","6,432","8,711","1,083","9,794","20,650",47.43%,11.04%
第14案,花蓮縣,新城鄉,"2,336","6,293","8,629",617,"9,246","17,029",54.3%,13.72%
第14案,花蓮縣,吉安鄉,"9,393","26,662","36,055","2,081","38,136","72,116",52.88%,13.02%
第14案,花蓮縣,壽豐鄉,"2,161","5,885","8,046",758,"8,804","15,847",55.56%,13.64%
第14案,花蓮縣,光復鄉,"1,246","3,966","5,212",669,"5,881","11,417",51.51%,10.91%
第14案,花蓮縣,豐濱鄉,485,"1,248","1,733",273,"2,006","4,395",45.64%,11.04%
第14案,花蓮縣,瑞穗鄉,"1,029","3,532","4,561",516,"5,077","10,279",49.39%,10.01%
第14案,花蓮縣,富里鄉,913,"2,810","3,723",434,"4,157","9,065",45.86%,10.07%
第14案,花蓮縣,秀林鄉,"1,602","4,402","6,004",449,"6,453","12,562",51.37%,12.75%
第14案,花蓮縣,萬榮鄉,667,"2,014","2,681",262,"2,943","5,269",55.86%,12.66%
第14案,花蓮縣,卓溪鄉,551,"2,007","2,558",291,"2,849","4,947",57.59%,11.14%
第14案,臺東縣,臺東市,"12,117","33,290","45,407","2,640","48,047","87,803",54.72%,13.8%
第14案,臺東縣,成功鎮,"1,189","4,309","5,498",649,"6,147","12,426",49.47%,9.57%
第14案,臺東縣,關山鎮,924,"2,596","3,520",227,"3,747","7,509",49.9%,12.31%
第14案,臺東縣,卑南鄉,"1,956","5,204","7,160",708,"7,868","14,976",52.54%,13.06%
第14案,臺東縣,鹿野鄉,864,"2,044","2,908",220,"3,128","6,936",45.1%,12.46%
第14案,臺東縣,池上鄉,818,"2,187","3,005",301,"3,306","7,162",46.16%,11.42%
第14案,臺東縣,東河鄉,788,"2,203","2,991",358,"3,349","7,635",43.86%,10.32%
第14案,臺東縣,長濱鄉,562,"1,793","2,355",363,"2,718","6,484",41.92%,8.67%
第14案,臺東縣,太麻里鄉,"1,099","3,268","4,367",420,"4,787","9,666",49.52%,11.37%
第14案,臺東縣,大武鄉,621,"1,713","2,334",376,"2,710","5,266",51.46%,11.79%
第14案,臺東縣,綠島鄉,481,"1,040","1,521",58,"1,579","3,579",44.12%,13.44%
第14案,臺東縣,海端鄉,351,"1,281","1,632",124,"1,756","3,278",53.57%,10.71%
第14案,臺東縣,延平鄉,352,"1,135","1,487",117,"1,604","2,930",54.74%,12.01%
第14案,臺東縣,金峰鄉,453,"1,217","1,670",145,"1,815","3,028",59.94%,14.96%
第14案,臺東縣,達仁鄉,373,"1,312","1,685",144,"1,829","3,137",58.3%,11.89%
第14案,臺東縣,蘭嶼鄉,417,"1,093","1,510",90,"1,600","4,181",38.27%,9.97%
第14案,澎湖縣,馬公市,"7,199","17,432","24,631","1,522","26,153","53,655",48.74%,13.42%
第14案,澎湖縣,湖西鄉,"1,445","3,701","5,146",378,"5,524","12,741",43.36%,11.34%
第14案,澎湖縣,白沙鄉,886,"2,483","3,369",287,"3,656","8,625",42.39%,10.27%
第14案,澎湖縣,西嶼鄉,666,"1,618","2,284",270,"2,554","7,382",34.6%,9.02%
第14案,澎湖縣,望安鄉,495,"1,193","1,688",156,"1,844","4,628",39.84%,10.7%
第14案,澎湖縣,七美鄉,317,625,942,79,"1,021","3,374",30.26%,9.4%
第14案,金門縣,金城鎮,"3,216","9,370","12,586",653,"13,239","37,815",35.01%,8.5%
第14案,金門縣,金沙鎮,"1,191","5,049","6,240",336,"6,576","18,560",35.43%,6.42%
第14案,金門縣,金湖鎮,"2,121","6,928","9,049",452,"9,501","25,915",36.66%,8.18%
第14案,金門縣,金寧鄉,"3,026","6,725","9,751",438,"10,189","28,162",36.18%,10.74%
第14案,金門縣,烈嶼鄉,823,"3,243","4,066",193,"4,259","11,676",36.48%,7.05%
第14案,金門縣,烏坵鄉,37,124,161,4,165,567,29.1%,6.53%
第14案,連江縣,南竿鄉,790,"2,397","3,187",101,"3,288","6,461",50.89%,12.23%
第14案,連江縣,北竿鄉,247,829,"1,076",34,"1,110","2,125",52.24%,11.62%
第14案,連江縣,莒光鄉,185,572,757,27,784,"1,481",52.94%,12.49%
第14案,連江縣,東引鄉,271,285,556,21,577,"1,138",50.7%,23.81%
第14案,基隆市,中正區,"6,497","13,633","20,130","1,355","21,485","45,545",47.17%,14.27%
第14案,基隆市,七堵區,"7,825","15,342","23,167","1,340","24,507","46,256",52.98%,16.92%
第14案,基隆市,暖暖區,"5,920","11,065","16,985",713,"17,698","33,225",53.27%,17.82%
第14案,基隆市,仁愛區,"6,151","12,100","18,251","1,309","19,560","36,738",53.24%,16.74%
第14案,基隆市,中山區,"6,749","13,396","20,145","1,141","21,286","41,856",50.86%,16.12%
第14案,基隆市,安樂區,"12,394","22,700","35,094","1,570","36,664","70,396",52.08%,17.61%
第14案,基隆市,信義區,"7,688","15,505","23,193",944,"24,137","46,014",52.46%,16.71%
第14案,新竹市,東區,"32,694","57,138","89,832","3,741","93,573","163,757",57.14%,19.96%
第14案,新竹市,北區,"22,029","43,977","66,006","3,196","69,202","123,122",56.21%,17.89%
第14案,新竹市,香山區,"11,128","23,396","34,524","1,950","36,474","64,896",56.2%,17.15%
第14案,嘉義市,東區,"17,757","34,768","52,525","2,599","55,124","100,647",54.77%,17.64%
第14案,嘉義市,西區,"20,019","43,073","63,092","3,410","66,502","120,906",55%,16.56%
第15案,臺北市,松山區,"37,298","58,829","96,127","4,313","100,440","169,278",59.33%,22.03%
第15案,臺北市,信義區,"40,135","65,500","105,635","4,827","110,462","190,444",58%,21.07%
第15案,臺北市,大安區,"54,598","85,851","140,449","5,548","145,997","252,645",57.79%,21.61%
第15案,臺北市,中山區,"42,578","64,018","106,596","5,211","111,807","195,148",57.29%,21.82%
第15案,臺北市,中正區,"27,634","44,386","72,020","3,023","75,043","128,292",58.49%,21.54%
第15案,臺北市,大同區,"24,094","34,885","58,979","3,537","62,516","107,557",58.12%,22.4%
第15案,臺北市,萬華區,"33,238","52,945","86,183","5,302","91,485","164,020",55.78%,20.26%
第15案,臺北市,文山區,"49,133","81,140","130,273","5,773","136,046","227,211",59.88%,21.62%
第15案,臺北市,南港區,"22,312","34,517","56,829","2,479","59,308","101,907",58.2%,21.89%
第15案,臺北市,內湖區,"52,518","80,236","132,754","5,283","138,037","236,824",58.29%,22.18%
第15案,臺北市,士林區,"51,855","79,244","131,099","7,642","138,741","241,854",57.37%,21.44%
第15案,臺北市,北投區,"44,378","69,714","114,092","6,007","120,099","213,250",56.32%,20.81%
第15案,新北市,板橋區,"89,876","156,175","246,051","16,356","262,407","463,411",56.63%,19.39%
第15案,新北市,三重區,"64,488","107,248","171,736","12,610","184,346","329,846",55.89%,19.55%
第15案,新北市,中和區,"65,604","122,740","188,344","9,839","198,183","355,978",55.67%,18.43%
第15案,新北市,永和區,"37,605","68,429","106,034","5,143","111,177","187,798",59.2%,20.02%
第15案,新北市,新莊區,"67,789","117,471","185,260","11,395","196,655","344,981",57%,19.65%
第15案,新北市,新店區,"48,345","93,966","142,311","7,075","149,386","264,053",56.57%,18.31%
第15案,新北市,樹林區,"28,180","51,144","79,324","4,931","84,255","152,102",55.39%,18.53%
第15案,新北市,鶯歌區,"12,659","23,037","35,696","2,140","37,836","71,645",52.81%,17.67%
第15案,新北市,三峽區,"16,312","30,727","47,039","2,757","49,796","94,291",52.81%,17.3%
第15案,新北市,淡水區,"26,552","47,418","73,970","3,662","77,632","147,272",52.71%,18.03%
第15案,新北市,汐止區,"32,285","54,856","87,141","4,848","91,989","173,831",52.92%,18.57%
第15案,新北市,瑞芳區,"5,235","10,465","15,700","1,265","16,965","35,036",48.42%,14.94%
第15案,新北市,土城區,"37,665","66,049","103,714","6,692","110,406","200,783",54.99%,18.76%
